station_id,city,date,pm25,pm10,no2,o3,temp,humidity,wind_speed
PL0001,Katowice,2020-01-23,17.43,4.07,18.42,9.66,12.8,52.4,2.33
PL0001,Katowice,2020-01-24,7.72,44.74,7.96,5.42,-2.5,33.6,1.43
PL0001,Katowice,2020-01-25,12.97,4.98,73.99,5.99,2.4,34.0,3.7
PL0001,Katowice,2020-01-26,36.9,72.26,35.96,21.56,6.0,43.1,1.56
PL0001,Katowice,2020-01-27,14.25,30.66,2.79,16.5,7.9,46.7,1.66
PL0001,Katowice,2020-01-28,10.48,17.04,13.09,42.32,3.7,79.3,7.12
PL0001,Katowice,2020-01-29,11.19,19.64,100.52,11.84,10.0,45.0,2.53
PL0001,Katowice,2020-01-30,17.37,4.96,8.43,22.25,24.2,48.8,2.77
PL0001,Katowice,2020-01-31,6.61,12.84,13.95,26.99,-7.3,81.9,1.58
PL0001,Katowice,2020-02-01,8.79,42.2,12.45,92.6,-9.1,44.3,1.29
PL0001,Katowice,2020-02-02,25.2,17.24,15.09,16.21,8.7,30.8,0.57
PL0001,Katowice,2020-02-03,17.03,15.06,38.57,27.53,-0.3,89.5,5.7
PL0001,Katowice,2020-02-04,14.36,20.64,7.89,34.92,2.1,77.2,4.03
PL0001,Katowice,2020-02-05,26.05,12.82,53.31,67.45,21.0,50.7,3.19
PL0001,Katowice,2020-02-06,7.32,13.2,65.0,2.15,16.2,89.2,5.28
PL0001,Katowice,2020-02-07,10.23,32.75,23.82,55.02,2.0,62.1,8.51
PL0001,Katowice,2020-02-08,16.63,7.63,30.3,16.89,9.9,94.1,2.69
PL0001,Katowice,2020-02-09,16.22,14.68,64.32,9.29,24.1,65.5,1.86
PL0001,Katowice,2020-02-10,3.41,21.65,52.02,34.09,11.0,35.8,0.83
PL0001,Katowice,2020-02-11,9.44,88.35,30.87,14.47,-12.3,74.1,11.0
PL0001,Katowice,2020-02-12,11.74,10.01,16.14,13.26,5.8,72.9,3.61
PL0001,Katowice,2020-02-13,17.96,16.2,6.84,22.84,7.3,69.8,1.35
PL0001,Katowice,2020-02-14,16.17,5.44,55.67,63.04,15.3,93.3,4.06
PL0001,Katowice,2020-02-15,12.58,57.29,21.88,66.49,4.9,74.4,6.94
PL0001,Katowice,2020-02-16,1.71,22.17,13.28,11.01,5.3,77.4,1.66
PL0001,Katowice,2020-02-17,13.06,51.95,38.4,29.87,23.9,52.6,4.61
PL0001,Katowice,2020-02-18,13.97,13.52,12.79,69.77,8.6,45.0,5.54
PL0001,Katowice,2020-02-19,58.38,24.31,19.02,73.22,10.3,87.0,6.36
PL0001,Katowice,2020-02-20,11.44,39.7,57.3,34.75,16.0,37.3,11.65
PL0001,Katowice,2020-02-21,16.7,13.6,30.8,64.42,12.7,52.4,6.19
PL0001,Katowice,2020-02-22,28.96,13.16,68.76,16.43,10.3,50.5,3.01
PL0001,Katowice,2020-02-23,22.7,24.23,34.86,11.29,6.2,40.8,5.08
PL0001,Katowice,2020-02-24,33.7,19.15,4.95,67.69,-3.7,50.5,6.16
PL0001,Katowice,2020-02-25,3.46,18.47,1.64,50.47,10.4,42.4,12.37
PL0001,Katowice,2020-02-26,5.5,3.18,37.05,35.23,2.2,76.8,3.75
PL0001,Katowice,2020-02-27,8.3,27.48,22.73,13.51,21.9,59.5,0.96
PL0001,Katowice,2020-02-28,2.87,51.29,63.15,34.92,14.9,44.7,6.24
PL0001,Katowice,2020-02-29,14.05,36.26,49.72,18.49,16.3,49.2,1.72
PL0001,Katowice,2020-03-01,5.91,18.3,8.43,9.22,5.9,59.2,6.9
PL0001,Katowice,2020-03-02,36.6,17.4,23.65,30.11,31.5,63.3,2.11
PL0001,Katowice,2020-03-03,6.77,16.16,1.33,12.1,-2.3,66.4,1.6
PL0001,Katowice,2020-03-04,10.28,26.62,36.45,54.61,-8.0,38.0,2.62
PL0001,Katowice,2020-03-05,23.62,12.25,24.26,8.14,-4.5,82.5,1.37
PL0001,Katowice,2020-03-06,4.23,7.19,18.34,11.29,24.8,78.2,1.28
PL0001,Katowice,2020-03-07,2.67,31.65,15.65,76.27,17.5,80.6,3.47
PL0001,Katowice,2020-03-08,15.33,10.18,2.71,82.89,7.4,67.4,11.28
PL0001,Katowice,2020-03-09,16.2,12.1,43.63,56.16,17.5,87.8,2.89
PL0001,Katowice,2020-03-10,23.15,47.5,48.82,78.77,-8.4,76.8,5.71
PL0001,Katowice,2020-03-11,19.48,64.09,49.91,16.94,7.2,91.6,3.24
PL0001,Katowice,2020-03-12,16.64,18.05,37.64,34.41,14.1,85.8,2.84
PL0001,Katowice,2020-03-13,7.47,38.05,46.52,36.53,-3.0,88.9,1.72
PL0001,Katowice,2020-03-14,15.88,24.68,63.15,23.84,4.7,73.5,2.98
PL0001,Katowice,2020-03-15,16.59,11.77,19.85,26.53,-9.5,73.7,1.65
PL0001,Katowice,2020-03-16,7.23,9.74,66.97,30.67,5.3,93.3,0.63
PL0001,Katowice,2020-03-17,43.38,18.47,87.87,84.65,37.3,78.7,3.97
PL0001,Katowice,2020-03-18,18.85,6.05,5.15,40.95,12.2,75.5,1.68
PL0001,Katowice,2020-03-19,5.59,41.05,110.48,2.17,1.9,72.8,3.31
PL0001,Katowice,2020-03-20,23.23,19.88,16.8,11.17,24.5,78.5,2.82
PL0001,Katowice,2020-03-21,25.96,7.59,24.82,68.58,-4.6,58.0,3.45
PL0001,Katowice,2020-03-22,18.07,7.2,17.51,15.91,23.6,49.7,2.48
PL0001,Katowice,2020-03-23,10.96,8.6,5.41,37.11,3.0,39.4,2.22
PL0001,Katowice,2020-03-24,6.97,33.91,4.58,38.3,20.8,30.7,6.5
PL0001,Katowice,2020-03-25,12.55,50.19,36.08,48.27,18.9,34.5,5.59
PL0001,Katowice,2020-03-26,17.18,22.09,31.99,51.61,15.7,70.1,5.37
PL0001,Katowice,2020-03-27,13.47,16.44,7.46,11.06,14.2,94.3,5.18
PL0001,Katowice,2020-03-28,34.68,10.67,63.63,35.4,5.2,59.5,1.56
PL0001,Katowice,2020-03-29,20.9,41.98,26.9,52.18,11.3,51.8,2.71
PL0001,Katowice,2020-03-30,6.3,36.83,57.04,34.97,14.4,53.6,1.7
PL0001,Katowice,2020-03-31,5.05,15.18,4.98,43.25,-7.4,72.9,1.32
PL0001,Katowice,2020-04-01,18.96,26.53,23.2,35.9,6.6,77.6,2.74
PL0001,Katowice,2020-04-02,11.16,7.86,32.15,59.03,12.1,80.8,2.79
PL0001,Katowice,2020-04-03,22.15,54.97,33.96,7.44,6.6,72.2,8.69
PL0001,Katowice,2020-04-04,18.84,29.3,31.56,63.81,0.5,30.8,6.22
PL0001,Katowice,2020-04-05,12.6,17.38,54.04,29.47,-4.5,48.4,2.58
PL0001,Katowice,2020-04-06,6.36,17.58,21.28,36.61,5.2,86.7,3.82
PL0001,Katowice,2020-04-07,3.01,18.13,43.35,79.49,22.4,48.5,2.12
PL0001,Katowice,2020-04-08,15.67,11.95,26.93,48.32,24.0,69.6,3.19
PL0001,Katowice,2020-04-09,4.16,4.57,9.28,21.82,17.3,89.1,1.99
PL0001,Katowice,2020-04-10,6.13,33.28,49.89,38.79,-9.7,46.5,6.04
PL0001,Katowice,2020-04-11,14.98,9.37,18.31,38.36,20.7,49.2,9.83
PL0001,Katowice,2020-04-12,13.94,7.22,43.64,42.61,7.4,34.2,3.28
PL0001,Katowice,2020-04-13,4.67,30.26,9.5,17.75,5.1,53.6,0.56
PL0001,Katowice,2020-04-14,27.94,10.26,16.68,58.52,-3.8,91.4,2.54
PL0001,Katowice,2020-04-15,27.45,25.5,101.76,50.73,9.3,86.3,7.04
PL0001,Katowice,2020-04-16,19.39,17.88,12.07,15.24,9.3,75.6,1.71
PL0001,Katowice,2020-04-17,19.37,10.2,19.77,7.84,38.6,66.4,4.8
PL0001,Katowice,2020-04-18,19.39,32.48,33.38,16.14,6.2,38.1,7.9
PL0001,Katowice,2020-04-19,25.81,15.1,4.33,143.13,6.5,69.5,3.76
PL0001,Katowice,2020-04-20,21.26,19.92,26.28,10.36,36.1,81.4,1.05
PL0001,Katowice,2020-04-21,6.84,41.77,32.54,81.05,3.6,89.0,11.84
PL0001,Katowice,2020-04-22,11.03,19.0,56.59,24.34,28.8,49.6,6.73
PL0001,Katowice,2020-04-23,54.37,19.32,5.78,5.47,12.0,94.1,3.44
PL0001,Katowice,2020-04-24,1.85,6.74,3.77,29.85,9.5,31.6,6.94
PL0001,Katowice,2020-04-25,9.03,19.84,30.1,52.04,6.5,79.1,5.11
PL0001,Katowice,2020-04-26,28.04,27.45,25.32,73.11,28.6,66.1,6.44
PL0001,Katowice,2020-04-27,7.23,16.21,21.71,28.21,15.5,70.0,2.08
PL0001,Katowice,2020-04-28,21.66,18.64,5.38,22.95,8.4,90.7,10.42
PL0001,Katowice,2020-04-29,13.81,10.7,18.46,41.06,11.4,64.2,2.74
PL0001,Katowice,2020-04-30,7.67,23.13,18.18,105.68,15.1,52.9,2.55
PL0001,Katowice,2020-05-01,1.45,25.48,6.73,17.05,20.0,44.4,4.91
PL0001,Katowice,2020-05-02,15.35,28.72,36.49,26.32,19.6,64.0,2.72
PL0001,Katowice,2020-05-03,6.71,32.92,15.95,43.78,9.6,35.4,4.55
PL0001,Katowice,2020-05-04,12.18,12.59,44.21,36.72,5.0,81.1,9.62
PL0001,Katowice,2020-05-05,19.26,20.86,17.78,23.46,-10.4,81.2,8.96
PL0001,Katowice,2020-05-06,24.42,3.79,48.53,15.8,5.6,84.3,8.15
PL0001,Katowice,2020-05-07,9.01,20.14,51.94,11.71,15.6,53.3,3.4
PL0001,Katowice,2020-05-08,7.66,27.98,26.04,24.26,0.3,63.3,7.74
PL0001,Katowice,2020-05-09,4.09,17.25,31.38,29.73,13.5,54.4,3.62
PL0001,Katowice,2020-05-10,25.24,23.27,18.84,23.19,3.5,46.8,5.1
PL0001,Katowice,2020-05-11,49.45,45.77,6.17,29.96,14.4,91.3,3.12
PL0001,Katowice,2020-05-12,27.09,56.67,10.58,16.03,-6.7,82.0,3.12
PL0001,Katowice,2020-05-13,31.16,15.54,20.79,19.01,17.4,62.2,5.75
PL0001,Katowice,2020-05-14,7.28,13.42,44.03,12.87,22.6,80.6,6.15
PL0001,Katowice,2020-05-15,18.46,14.3,5.07,95.41,6.6,81.2,4.26
PL0001,Katowice,2020-05-16,23.04,54.32,14.36,124.16,2.9,34.0,1.55
PL0001,Katowice,2020-05-17,5.31,40.01,19.75,24.24,29.4,78.3,3.91
PL0001,Katowice,2020-05-18,38.3,52.6,40.33,4.0,2.5,63.6,1.8
PL0001,Katowice,2020-05-19,3.35,21.3,18.83,24.57,18.0,73.8,8.66
PL0001,Katowice,2020-05-20,34.45,10.58,66.27,68.09,20.4,63.8,2.17
PL0001,Katowice,2020-05-21,3.32,24.22,28.99,34.38,9.0,80.6,2.97
PL0001,Katowice,2020-05-22,5.55,1.39,48.52,83.88,3.1,41.6,3.19
PL0001,Katowice,2020-05-23,18.7,18.45,16.69,43.59,2.3,79.3,7.47
PL0001,Katowice,2020-05-24,14.07,8.6,40.73,57.83,18.6,30.4,9.81
PL0001,Katowice,2020-05-25,9.74,33.96,18.04,18.08,6.3,62.7,1.82
PL0001,Katowice,2020-05-26,37.34,1.46,3.37,88.86,2.7,30.0,3.11
PL0001,Katowice,2020-05-27,4.2,5.16,38.89,24.63,20.3,70.7,3.56
PL0001,Katowice,2020-05-28,11.83,2.87,28.86,35.98,23.4,43.5,2.16
PL0001,Katowice,2020-05-29,20.38,7.31,20.4,43.49,29.7,65.2,3.19
PL0001,Katowice,2020-05-30,16.45,13.09,25.12,82.81,20.0,43.3,0.37
PL0001,Katowice,2020-05-31,7.88,15.48,11.86,17.23,5.8,35.5,7.0
PL0001,Katowice,2020-06-01,8.13,9.19,23.88,67.69,-12.2,77.2,7.31
PL0001,Katowice,2020-06-02,24.17,18.8,18.72,14.5,5.2,46.3,2.88
PL0001,Katowice,2020-06-03,24.95,35.92,32.05,50.1,4.0,51.4,2.71
PL0001,Katowice,2020-06-04,16.77,48.13,11.1,25.42,-3.7,83.7,1.0
PL0001,Katowice,2020-06-05,6.47,9.3,39.32,26.56,16.8,75.5,1.49
PL0001,Katowice,2020-06-06,8.34,4.82,23.54,22.78,14.7,57.8,3.27
PL0001,Katowice,2020-06-07,13.12,44.77,38.08,62.02,21.9,60.1,1.48
PL0001,Katowice,2020-06-08,14.58,32.35,24.85,10.23,15.3,89.6,1.15
PL0001,Katowice,2020-06-09,19.82,11.11,56.52,19.41,11.2,40.0,6.61
PL0001,Katowice,2020-06-10,11.35,11.99,14.31,110.1,27.6,36.1,0.46
PL0001,Katowice,2020-06-11,23.8,1.12,13.52,46.72,3.4,64.9,0.67
PL0001,Katowice,2020-06-12,23.62,25.96,39.18,7.28,2.1,35.3,0.13
PL0001,Katowice,2020-06-13,31.87,9.72,33.54,12.64,-13.9,88.1,9.61
PL0001,Katowice,2020-06-14,13.55,2.57,13.72,40.3,10.9,66.8,0.13
PL0001,Katowice,2020-06-15,16.97,4.17,44.64,107.5,24.8,56.9,1.11
PL0001,Katowice,2020-06-16,12.03,12.18,32.88,75.7,16.6,40.6,5.25
PL0001,Katowice,2020-06-17,6.54,31.39,67.83,86.61,-21.1,86.4,5.6
PL0001,Katowice,2020-06-18,48.72,31.67,37.65,49.18,-1.7,41.3,4.9
PL0001,Katowice,2020-06-19,29.23,16.1,12.11,84.8,0.8,63.3,2.45
PL0001,Katowice,2020-06-20,23.29,37.78,45.79,21.17,5.7,74.5,0.57
PL0001,Katowice,2020-06-21,13.21,21.68,38.05,34.68,22.4,42.3,5.68
PL0001,Katowice,2020-06-22,6.05,18.29,81.94,101.29,4.6,89.2,13.44
PL0001,Katowice,2020-06-23,26.15,3.75,13.36,29.34,-7.0,84.0,6.65
PL0001,Katowice,2020-06-24,11.87,19.2,9.23,15.11,16.1,51.2,3.75
PL0001,Katowice,2020-06-25,18.07,1.09,21.11,35.43,13.7,33.7,2.5
PL0001,Katowice,2020-06-26,8.32,36.55,3.42,17.15,12.9,61.8,3.97
PL0001,Katowice,2020-06-27,16.03,13.55,62.51,26.86,11.5,60.5,2.25
PL0001,Katowice,2020-06-28,8.75,32.55,37.21,23.22,13.2,57.2,5.89
PL0001,Katowice,2020-06-29,9.04,16.25,23.89,65.14,15.1,52.3,2.74
PL0001,Katowice,2020-06-30,15.88,47.04,13.59,11.53,6.0,39.1,1.27
PL0001,Katowice,2020-07-01,3.27,22.98,25.19,71.13,4.2,52.4,4.35
PL0001,Katowice,2020-07-02,3.44,31.18,11.95,46.58,16.0,59.5,3.74
PL0001,Katowice,2020-07-03,7.2,31.72,27.94,24.7,-2.3,59.7,7.9
PL0001,Katowice,2020-07-04,11.25,25.2,26.76,77.84,20.3,68.4,3.09
PL0001,Katowice,2020-07-05,24.3,51.26,24.25,68.68,9.8,90.7,4.72
PL0001,Katowice,2020-07-06,11.75,20.55,79.09,32.33,25.7,68.6,4.4
PL0001,Katowice,2020-07-07,13.14,23.31,14.2,30.79,19.1,71.9,1.95
PL0001,Katowice,2020-07-08,10.57,8.57,16.4,72.11,21.8,42.6,1.11
PL0001,Katowice,2020-07-09,16.95,13.04,4.4,3.4,-3.3,35.8,5.69
PL0001,Katowice,2020-07-10,6.48,36.18,24.77,18.5,3.8,84.1,2.12
PL0001,Katowice,2020-07-11,12.24,5.25,75.6,65.03,14.1,60.1,1.94
PL0001,Katowice,2020-07-12,17.93,35.0,13.46,33.32,8.2,50.0,3.97
PL0001,Katowice,2020-07-13,15.78,20.68,12.21,28.45,4.8,34.6,1.28
PL0001,Katowice,2020-07-14,13.46,18.58,36.3,16.7,22.6,89.2,4.92
PL0001,Katowice,2020-07-15,13.59,49.12,27.48,27.46,-22.1,85.2,1.31
PL0001,Katowice,2020-07-16,19.17,18.12,11.39,80.23,5.8,91.5,7.41
PL0001,Katowice,2020-07-17,50.23,31.78,29.19,7.89,8.7,75.8,0.9
PL0001,Katowice,2020-07-18,6.87,61.75,14.13,13.64,-2.6,85.5,1.15
PL0001,Katowice,2020-07-19,51.15,40.61,9.71,11.17,10.4,93.1,3.15
PL0001,Katowice,2020-07-20,6.61,9.18,5.13,12.17,37.0,61.1,2.4
PL0001,Katowice,2020-07-21,1.23,26.22,5.58,10.31,19.9,31.0,1.74
PL0001,Katowice,2020-07-22,8.61,49.71,36.5,5.32,9.7,90.9,1.65
PL0001,Katowice,2020-07-23,17.18,4.09,56.39,21.28,8.9,67.1,6.0
PL0001,Katowice,2020-07-24,43.61,41.24,71.04,34.27,-4.3,85.4,2.58
PL0001,Katowice,2020-07-25,6.04,8.2,31.68,22.68,12.7,77.3,1.27
PL0001,Katowice,2020-07-26,19.09,40.58,45.78,27.91,-3.7,48.9,12.88
PL0001,Katowice,2020-07-27,3.82,26.46,69.53,11.32,8.8,32.6,5.88
PL0001,Katowice,2020-07-28,42.6,22.68,14.2,29.55,10.3,68.4,7.45
PL0001,Katowice,2020-07-29,29.6,60.97,36.07,69.22,14.1,89.8,4.05
PL0001,Katowice,2020-07-30,9.05,25.77,29.86,58.96,20.9,71.8,13.37
PL0001,Katowice,2020-07-31,32.77,28.2,9.06,15.6,3.2,74.8,2.39
PL0001,Katowice,2020-08-01,12.19,14.21,25.93,25.03,16.3,66.8,0.28
PL0001,Katowice,2020-08-02,30.64,18.4,4.74,26.39,20.5,54.4,3.55
PL0001,Katowice,2020-08-03,13.39,49.31,30.59,11.62,25.3,60.6,0.83
PL0001,Katowice,2020-08-04,13.82,19.06,51.05,23.21,17.7,56.6,1.15
PL0001,Katowice,2020-08-05,9.2,19.71,24.93,20.54,8.1,42.6,3.62
PL0001,Katowice,2020-08-06,20.86,79.24,33.74,61.03,15.8,50.9,1.92
PL0001,Katowice,2020-08-07,14.61,17.22,10.23,30.72,15.1,39.6,1.56
PL0001,Katowice,2020-08-08,19.38,24.15,24.91,77.71,10.0,78.5,2.28
PL0001,Katowice,2020-08-09,2.94,0.72,34.57,68.51,16.2,59.8,5.66
PL0001,Katowice,2020-08-10,31.36,26.48,11.51,18.56,10.2,83.2,4.92
PL0001,Katowice,2020-08-11,36.63,10.19,7.64,18.32,-7.9,47.1,7.21
PL0001,Katowice,2020-08-12,14.56,23.66,19.94,85.82,9.8,71.4,6.15
PL0001,Katowice,2020-08-13,47.95,13.86,29.49,20.15,-9.4,68.5,1.62
PL0001,Katowice,2020-08-14,40.92,22.63,19.12,70.41,11.2,57.6,2.92
PL0001,Katowice,2020-08-15,21.17,9.52,29.21,14.8,7.9,42.0,0.38
PL0001,Katowice,2020-08-16,33.05,31.87,23.66,136.69,7.4,89.3,3.23
PL0001,Katowice,2020-08-17,27.52,11.22,39.28,38.95,6.5,38.8,1.94
PL0001,Katowice,2020-08-18,2.17,31.14,22.68,20.56,-1.9,59.3,4.17
PL0001,Katowice,2020-08-19,10.74,32.51,71.5,67.64,-1.8,86.5,8.27
PL0001,Katowice,2020-08-20,22.2,8.09,27.39,50.0,0.4,69.0,5.86
PL0001,Katowice,2020-08-21,38.22,21.16,37.75,38.77,13.4,38.1,1.2
PL0001,Katowice,2020-08-22,3.56,35.36,8.57,59.24,12.8,45.5,7.64
PL0001,Katowice,2020-08-23,2.34,3.65,40.79,27.16,5.8,42.1,3.85
PL0001,Katowice,2020-08-24,12.77,74.33,28.13,27.46,5.9,83.9,6.09
PL0001,Katowice,2020-08-25,1.35,49.78,6.91,14.37,11.0,40.1,7.59
PL0001,Katowice,2020-08-26,12.43,41.38,18.05,18.37,6.2,87.5,2.78
PL0001,Katowice,2020-08-27,17.49,18.17,17.07,62.25,22.4,34.3,1.91
PL0001,Katowice,2020-08-28,5.79,8.17,25.35,96.27,9.8,88.3,1.29
PL0001,Katowice,2020-08-29,12.7,22.93,6.1,35.24,6.4,39.3,4.64
PL0001,Katowice,2020-08-30,25.83,13.22,2.46,44.7,0.7,87.0,5.63
PL0001,Katowice,2020-08-31,8.57,30.84,11.89,55.32,1.4,62.4,3.8
PL0001,Katowice,2020-09-01,6.71,25.02,39.3,31.65,5.0,30.6,4.02
PL0001,Katowice,2020-09-02,12.26,40.18,22.45,21.34,6.8,93.8,2.92
PL0001,Katowice,2020-09-03,5.24,1.89,13.29,80.06,11.2,36.3,4.56
PL0001,Katowice,2020-09-04,45.66,34.53,30.03,90.53,-9.8,57.4,0.52
PL0001,Katowice,2020-09-05,13.7,27.07,15.27,39.32,11.1,66.7,5.42
PL0001,Katowice,2020-09-06,7.33,53.15,38.52,22.6,16.9,33.4,3.1
PL0001,Katowice,2020-09-07,15.67,5.09,37.31,45.23,-3.2,70.1,5.31
PL0001,Katowice,2020-09-08,12.21,45.99,30.13,113.23,18.9,71.0,2.48
PL0001,Katowice,2020-09-09,11.18,20.55,10.84,46.29,18.1,44.3,6.07
PL0001,Katowice,2020-09-10,8.57,17.53,24.57,30.2,14.6,88.2,3.35
PL0001,Katowice,2020-09-11,8.23,18.77,57.99,22.08,24.0,77.2,2.73
PL0001,Katowice,2020-09-12,3.01,13.94,45.98,25.22,14.5,74.8,3.02
PL0001,Katowice,2020-09-13,33.02,28.61,37.51,29.69,-6.1,94.9,4.93
PL0001,Katowice,2020-09-14,20.22,31.28,66.1,19.77,-0.5,73.6,14.43
PL0001,Katowice,2020-09-15,16.81,62.96,21.29,86.97,14.9,61.2,4.34
PL0001,Katowice,2020-09-16,12.06,36.52,9.81,128.44,8.0,32.3,3.08
PL0001,Katowice,2020-09-17,5.7,10.91,108.57,27.98,-13.2,94.1,11.54
PL0001,Katowice,2020-09-18,6.95,18.62,2.12,38.59,15.0,91.8,5.49
PL0001,Katowice,2020-09-19,3.38,2.69,56.48,36.36,-2.9,73.6,7.75
PL0001,Katowice,2020-09-20,7.71,12.17,27.68,38.52,6.8,35.9,2.06
PL0001,Katowice,2020-09-21,4.99,32.43,20.79,49.41,11.0,30.1,1.49
PL0001,Katowice,2020-09-22,39.45,12.49,37.3,74.63,8.4,90.1,4.28
PL0001,Katowice,2020-09-23,24.67,63.45,33.54,71.98,-0.6,58.1,2.31
PL0001,Katowice,2020-09-24,14.15,34.26,50.1,35.41,0.0,45.8,0.54
PL0001,Katowice,2020-09-25,6.27,7.15,10.2,33.66,29.2,54.1,4.6
PL0001,Katowice,2020-09-26,5.23,49.43,41.93,66.15,22.1,65.6,6.9
PL0001,Katowice,2020-09-27,11.46,82.8,32.15,61.48,10.3,67.0,1.3
PL0001,Katowice,2020-09-28,25.37,13.5,15.12,15.68,7.3,85.5,1.97
PL0001,Katowice,2020-09-29,3.48,20.38,2.37,15.61,32.1,34.6,3.22
PL0001,Katowice,2020-09-30,20.03,43.07,37.65,22.6,-2.5,74.1,6.82
PL0001,Katowice,2020-10-01,7.68,75.27,6.72,7.17,13.5,86.6,3.18
PL0001,Katowice,2020-10-02,8.91,15.53,42.01,36.66,-8.1,48.4,2.14
PL0001,Katowice,2020-10-03,13.84,21.74,36.36,49.56,15.2,43.1,3.52
PL0001,Katowice,2020-10-04,6.46,24.7,47.79,52.72,11.2,50.7,9.57
PL0001,Katowice,2020-10-05,11.01,5.33,84.98,16.34,0.9,57.7,1.76
PL0001,Katowice,2020-10-06,5.98,23.78,20.61,71.98,19.5,37.6,6.25
PL0001,Katowice,2020-10-07,8.22,17.92,21.54,61.33,3.2,36.4,1.98
PL0001,Katowice,2020-10-08,22.76,31.21,21.61,12.28,11.9,60.2,1.06
PL0001,Katowice,2020-10-09,14.39,9.16,67.84,59.91,9.0,72.3,4.26
PL0001,Katowice,2020-10-10,22.7,6.99,65.35,1.32,5.0,80.7,1.69
PL0001,Katowice,2020-10-11,7.59,4.75,6.53,101.18,10.1,38.3,2.38
PL0001,Katowice,2020-10-12,20.14,21.64,63.79,31.36,-1.1,51.5,5.06
PL0001,Katowice,2020-10-13,2.6,18.31,69.46,24.19,11.1,43.6,2.74
PL0001,Katowice,2020-10-14,13.84,3.51,20.61,31.73,13.6,40.8,1.13
PL0001,Katowice,2020-10-15,21.08,4.91,13.71,11.15,15.7,31.2,4.44
PL0001,Katowice,2020-10-16,2.48,37.19,31.77,30.48,3.9,35.2,2.16
PL0001,Katowice,2020-10-17,7.67,14.07,32.8,84.94,7.5,35.6,4.32
PL0001,Katowice,2020-10-18,13.83,27.22,11.86,17.88,3.7,70.9,3.02
PL0001,Katowice,2020-10-19,26.66,44.62,32.92,34.87,13.4,58.4,8.49
PL0001,Katowice,2020-10-20,8.22,20.66,28.28,169.68,8.3,52.7,4.3
PL0001,Katowice,2020-10-21,19.59,15.57,21.26,36.65,23.1,32.0,3.04
PL0001,Katowice,2020-10-22,34.45,2.96,17.02,24.75,12.0,47.2,4.36
PL0001,Katowice,2020-10-23,20.23,11.71,20.17,32.51,11.4,78.9,3.14
PL0001,Katowice,2020-10-24,11.34,26.56,13.34,31.55,4.1,77.0,8.87
PL0001,Katowice,2020-10-25,17.55,2.66,15.52,19.6,4.5,87.6,0.28
PL0001,Katowice,2020-10-26,8.02,74.93,13.4,69.48,16.1,58.1,7.57
PL0001,Katowice,2020-10-27,14.25,18.01,18.34,24.25,14.0,56.5,1.2
PL0001,Katowice,2020-10-28,11.79,49.67,26.78,39.06,-14.0,58.4,3.87
PL0001,Katowice,2020-10-29,17.13,32.4,7.23,8.24,8.1,93.4,1.15
PL0001,Katowice,2020-10-30,9.52,36.31,60.14,15.42,8.4,71.1,5.74
PL0001,Katowice,2020-10-31,17.84,65.83,8.89,28.88,10.7,31.2,6.67
PL0001,Katowice,2020-11-01,9.44,16.74,8.49,51.99,14.3,33.6,5.26
PL0001,Katowice,2020-11-02,24.51,47.84,48.99,3.49,-3.5,66.9,2.59
PL0001,Katowice,2020-11-03,10.24,31.81,7.08,83.01,15.7,60.3,0.99
